,AcX,AcY,AcZ,FSR A,FSR B,Gesture,Position
3459,2816.0,-16300.0,2760.0,1581.0,0.0,0,2.0
3461,2876.0,-16340.0,2792.0,1583.0,0.0,0,2.0
3463,2848.0,-16180.0,2932.0,1606.0,0.0,0,2.0
3465,2808.0,-16208.0,2864.0,1584.0,0.0,0,2.0
3467,2688.0,-16356.0,2932.0,1585.0,0.0,0,2.0
3469,2812.0,-16452.0,2940.0,1589.0,0.0,0,2.0
3471,2780.0,-16644.0,2844.0,1607.0,0.0,0,2.0
3473,2804.0,-16628.0,2912.0,1577.0,0.0,0,2.0
3475,2764.0,-16456.0,3048.0,1603.0,0.0,0,2.0
3477,2832.0,-16480.0,3076.0,1594.0,0.0,0,2.0
3479,2612.0,-16296.0,2852.0,1598.0,0.0,0,2.0
3481,2532.0,-16236.0,2916.0,1625.0,0.0,0,2.0
3483,2476.0,-16244.0,2872.0,1607.0,0.0,0,2.0
3485,2716.0,-16544.0,2956.0,1594.0,0.0,0,2.0
3487,2828.0,-16652.0,2900.0,1596.0,0.0,0,2.0
3489,2676.0,-16452.0,2832.0,1599.0,0.0,0,2.0
3491,2688.0,-16456.0,2792.0,1632.0,0.0,0,2.0
3493,2676.0,-16368.0,2828.0,1598.0,0.0,0,2.0
3495,2680.0,-16168.0,2948.0,1594.0,0.0,0,2.0
3497,2660.0,-16232.0,2936.0,1591.0,0.0,0,2.0
3499,2720.0,-16384.0,2940.0,1595.0,0.0,0,2.0
3501,2908.0,-16436.0,2764.0,1581.0,0.0,0,2.0
3503,2772.0,-16384.0,3000.0,1589.0,0.0,0,2.0
3505,2712.0,-16532.0,2984.0,1596.0,0.0,0,2.0
3507,2612.0,-16656.0,2880.0,1598.0,0.0,0,2.0
3509,2700.0,-16604.0,2864.0,1599.0,0.0,0,2.0
3511,2668.0,-16520.0,2900.0,1562.0,0.0,0,2.0
3513,2728.0,-16416.0,3264.0,1598.0,0.0,0,2.0
3515,2652.0,-16480.0,3144.0,1600.0,0.0,0,2.0
3517,2692.0,-16448.0,3192.0,1600.0,0.0,0,2.0
3519,2852.0,-16416.0,3016.0,1594.0,0.0,0,2.0
3521,2752.0,-16148.0,3000.0,1631.0,0.0,0,2.0
3523,2672.0,-16240.0,2848.0,1594.0,0.0,0,2.0
3525,2584.0,-16364.0,2692.0,1598.0,0.0,0,2.0
3527,2720.0,-16312.0,2828.0,1598.0,0.0,0,2.0
3529,2728.0,-16308.0,2916.0,1610.0,0.0,0,2.0
3531,2536.0,-16284.0,3000.0,1630.0,0.0,0,2.0
3533,2644.0,-16020.0,3076.0,1591.0,0.0,0,2.0
3535,2668.0,-16048.0,2932.0,1597.0,0.0,0,2.0
3537,2720.0,-16344.0,3024.0,1599.0,0.0,0,2.0
3539,2784.0,-16516.0,2696.0,1593.0,0.0,0,2.0
3541,2748.0,-16440.0,2808.0,1552.0,0.0,0,2.0
3543,2748.0,-16300.0,2776.0,1591.0,0.0,0,2.0
3545,2708.0,-16352.0,2984.0,1596.0,0.0,0,2.0
3547,2732.0,-16192.0,3084.0,1598.0,0.0,0,2.0
3549,2748.0,-16324.0,3132.0,1597.0,0.0,0,2.0
3551,2716.0,-16316.0,2940.0,1559.0,0.0,0,2.0
3553,2484.0,-16204.0,2900.0,1591.0,0.0,0,2.0
3555,2660.0,-16396.0,2848.0,1600.0,0.0,0,2.0
3557,2640.0,-16432.0,3200.0,1600.0,0.0,0,2.0
3559,2824.0,-16508.0,3132.0,1596.0,0.0,0,2.0
3561,2740.0,-16592.0,2844.0,1635.0,0.0,0,2.0
3563,2476.0,-16692.0,2748.0,1597.0,0.0,0,2.0
3565,2564.0,-16484.0,2988.0,1597.0,0.0,0,2.0
3567,2640.0,-16484.0,3064.0,1594.0,0.0,0,2.0
3569,2940.0,-16524.0,3160.0,1598.0,0.0,0,2.0
3571,2772.0,-16396.0,2864.0,1637.0,0.0,0,2.0
3573,2556.0,-16332.0,2900.0,1599.0,0.0,0,2.0
3575,2456.0,-16292.0,2944.0,1600.0,0.0,0,2.0
3577,2648.0,-16408.0,3076.0,1596.0,0.0,0,2.0
3579,2820.0,-16600.0,2968.0,1600.0,0.0,0,2.0
3581,2624.0,-16724.0,2980.0,1565.0,0.0,0,2.0
3583,2576.0,-16452.0,2756.0,1598.0,0.0,0,2.0
3585,2680.0,-16372.0,2724.0,1599.0,0.0,0,2.0
3587,2440.0,-16208.0,2900.0,1596.0,0.0,0,2.0
3589,2476.0,-16024.0,3000.0,1599.0,0.0,0,2.0
3591,2536.0,-16108.0,2984.0,1569.0,0.0,0,2.0
3593,2760.0,-16400.0,3048.0,1600.0,0.0,0,2.0
3595,2772.0,-16512.0,2844.0,1597.0,0.0,0,2.0
3597,2660.0,-16468.0,2764.0,1597.0,0.0,0,2.0
3599,2564.0,-16328.0,2592.0,1590.0,0.0,0,2.0
3601,2612.0,-16280.0,2592.0,1630.0,0.0,0,2.0
3603,2524.0,-16200.0,2664.0,1598.0,0.0,0,2.0
3605,2444.0,-16256.0,2720.0,1600.0,0.0,0,2.0
3607,2600.0,-16336.0,2680.0,1588.0,0.0,0,2.0
3609,2656.0,-16368.0,2832.0,1616.0,0.0,0,2.0
3611,2544.0,-16276.0,2884.0,1633.0,0.0,0,2.0
3613,2516.0,-16208.0,2912.0,1595.0,0.0,0,2.0
3615,2600.0,-16316.0,2716.0,1597.0,0.0,0,2.0
3617,2572.0,-16536.0,2620.0,1597.0,0.0,0,2.0
3619,2764.0,-16564.0,2660.0,1610.0,0.0,0,2.0
3621,2876.0,-16360.0,2784.0,1547.0,0.0,0,2.0
3623,2736.0,-16320.0,2820.0,1594.0,0.0,0,2.0
3625,2704.0,-16500.0,3016.0,1597.0,0.0,0,2.0
3627,2600.0,-16716.0,2804.0,1598.0,0.0,0,2.0
3629,2568.0,-16896.0,2668.0,1599.0,0.0,0,2.0
3631,2624.0,-16760.0,2700.0,1569.0,0.0,0,2.0
3633,2580.0,-16456.0,2840.0,1595.0,0.0,0,2.0
3635,2404.0,-16272.0,3004.0,1600.0,0.0,0,2.0
3637,2492.0,-15900.0,3152.0,1593.0,0.0,0,2.0
3639,2680.0,-15988.0,3168.0,1603.0,0.0,0,2.0
3641,2680.0,-16220.0,2752.0,1616.0,0.0,0,2.0
3643,2744.0,-16660.0,2748.0,1597.0,97.0,0,2.0
3645,2684.0,-17032.0,2676.0,1593.0,99.0,0,2.0
3647,2572.0,-17016.0,2736.0,1593.0,102.0,0,2.0
3649,2716.0,-16716.0,2748.0,1595.0,102.0,0,2.0
3651,2932.0,-16548.0,2688.0,1601.0,128.0,0,2.0
3653,2700.0,-16228.0,2724.0,1594.0,109.0,0,2.0
3655,2400.0,-15920.0,2792.0,1593.0,112.0,0,2.0
3657,2556.0,-16024.0,2824.0,1596.0,133.0,0,2.0
3659,2724.0,-16428.0,2848.0,1602.0,133.0,0,2.0
3661,2852.0,-16532.0,2800.0,1610.0,122.0,0,2.0
3663,2568.0,-16592.0,2912.0,1595.0,135.0,0,2.0
3665,2584.0,-16580.0,2684.0,1597.0,135.0,0,2.0
3667,2756.0,-16556.0,2740.0,1600.0,133.0,0,2.0
3669,2720.0,-16408.0,2632.0,1591.0,134.0,0,2.0
3671,2540.0,-16304.0,2700.0,1629.0,160.0,0,2.0
3673,2496.0,-16312.0,2824.0,1594.0,135.0,0,2.0
3675,2640.0,-16440.0,2684.0,1597.0,128.0,0,2.0
3677,2624.0,-16404.0,2560.0,1591.0,130.0,0,2.0
3679,2764.0,-16404.0,2560.0,1609.0,130.0,0,2.0
3681,2600.0,-16352.0,2500.0,1533.0,119.0,0,2.0
3683,2648.0,-16252.0,2564.0,1605.0,135.0,0,2.0
3685,2564.0,-16192.0,2740.0,1599.0,128.0,0,2.0
3687,2684.0,-16300.0,2708.0,1594.0,127.0,0,2.0
3689,2552.0,-16388.0,2764.0,1578.0,130.0,0,2.0
3691,2508.0,-16292.0,2644.0,1553.0,97.0,0,2.0
3693,2712.0,-16404.0,2712.0,1597.0,128.0,0,2.0
3695,2728.0,-16252.0,2684.0,1594.0,127.0,0,2.0
3697,2700.0,-16324.0,2792.0,1600.0,126.0,0,2.0
3699,2692.0,-16444.0,2528.0,1601.0,130.0,0,2.0
3701,2740.0,-16344.0,2652.0,1591.0,117.0,0,2.0
3703,2676.0,-16524.0,2680.0,1600.0,131.0,0,2.0
3705,2516.0,-16396.0,2736.0,1600.0,129.0,0,2.0
3707,2728.0,-16572.0,2648.0,1597.0,127.0,0,2.0
3709,2716.0,-16496.0,2764.0,1599.0,133.0,0,2.0
3711,2592.0,-16548.0,2520.0,1577.0,94.0,0,2.0
3713,2428.0,-16404.0,2620.0,1601.0,131.0,0,2.0
3715,2716.0,-16372.0,2588.0,1597.0,131.0,0,2.0
3717,2780.0,-16360.0,2584.0,1584.0,114.0,0,2.0
3719,2692.0,-16616.0,2468.0,1600.0,135.0,0,2.0
3721,2676.0,-16596.0,2588.0,1627.0,159.0,0,2.0
3723,2788.0,-16688.0,2600.0,1599.0,128.0,0,2.0
3725,2932.0,-16644.0,2656.0,1598.0,133.0,0,2.0
3727,2752.0,-16556.0,2484.0,1591.0,130.0,0,2.0
3729,2708.0,-16360.0,2512.0,1599.0,117.0,0,2.0
3731,2592.0,-16292.0,2580.0,1611.0,140.0,0,2.0
3733,2576.0,-16284.0,2688.0,1596.0,131.0,0,2.0
3735,2552.0,-16588.0,2616.0,1597.0,131.0,0,2.0
3737,2872.0,-16536.0,2700.0,1595.0,142.0,0,2.0
3739,2912.0,-16704.0,2480.0,1598.0,128.0,0,2.0
3741,2752.0,-16724.0,2364.0,1567.0,106.0,0,2.0
3743,2736.0,-16604.0,2280.0,1597.0,128.0,0,2.0
3745,2456.0,-16288.0,2348.0,1598.0,137.0,0,2.0
3747,2636.0,-16048.0,2652.0,1598.0,122.0,0,2.0
3749,2756.0,-16208.0,2756.0,1600.0,133.0,0,2.0
3751,2816.0,-16368.0,2776.0,1555.0,102.0,0,2.0
3753,2860.0,-16504.0,2640.0,1596.0,132.0,0,2.0
3755,2656.0,-16540.0,2436.0,1603.0,141.0,0,2.0
3757,2756.0,-16380.0,2356.0,1599.0,135.0,0,2.0
3759,2752.0,-16124.0,2576.0,1601.0,129.0,0,2.0
3761,2684.0,-16176.0,2512.0,1641.0,157.0,0,2.0
3763,2844.0,-16252.0,2708.0,1619.0,132.0,0,2.0
3765,2872.0,-16372.0,2576.0,1600.0,137.0,0,2.0
3767,2896.0,-16504.0,2612.0,1600.0,136.0,0,2.0
3769,2800.0,-16528.0,2596.0,1584.0,138.0,0,2.0
3771,2596.0,-16336.0,2448.0,1616.0,144.0,0,2.0
3773,2568.0,-16080.0,2552.0,1595.0,128.0,0,2.0
3775,2576.0,-15928.0,2580.0,1600.0,134.0,0,2.0
3777,2628.0,-16024.0,2620.0,1600.0,141.0,0,2.0
3779,2828.0,-16212.0,2872.0,1569.0,131.0,0,2.0
3781,3028.0,-16456.0,2580.0,1627.0,138.0,0,2.0
3783,2968.0,-16552.0,2404.0,1593.0,131.0,0,2.0
3785,2772.0,-16404.0,2492.0,1597.0,134.0,0,2.0
3787,2676.0,-16424.0,2400.0,1596.0,130.0,0,2.0
3789,2668.0,-16400.0,2452.0,1595.0,134.0,0,2.0
3791,2792.0,-16416.0,2488.0,1607.0,170.0,0,2.0
3793,2772.0,-16452.0,2672.0,1598.0,132.0,0,2.0
3795,2988.0,-16476.0,2784.0,1600.0,137.0,0,2.0
3797,2864.0,-16292.0,2612.0,1600.0,129.0,0,2.0
3799,2704.0,-16232.0,2696.0,1600.0,134.0,0,2.0
3801,2604.0,-16192.0,2648.0,1626.0,161.0,0,2.0
3803,2636.0,-16428.0,2720.0,1600.0,127.0,0,2.0
3805,3024.0,-16660.0,2584.0,1599.0,134.0,0,2.0
3807,3072.0,-16760.0,2692.0,1607.0,128.0,0,2.0
3809,2848.0,-16680.0,2676.0,1599.0,125.0,0,2.0
3811,2644.0,-16432.0,2796.0,1622.0,167.0,0,2.0
3813,2684.0,-16408.0,2776.0,1589.0,133.0,0,2.0
3815,2676.0,-16288.0,2716.0,1597.0,134.0,0,2.0
3817,2724.0,-16444.0,2820.0,1598.0,134.0,0,2.0
3819,2856.0,-16512.0,2752.0,1599.0,112.0,0,2.0
3821,2668.0,-16684.0,2724.0,1552.0,121.0,0,2.0
3823,2652.0,-16644.0,2660.0,1597.0,133.0,0,2.0
3825,2748.0,-16768.0,2632.0,1598.0,133.0,0,2.0
3827,2764.0,-16648.0,2604.0,1599.0,119.0,0,2.0
3829,2788.0,-16488.0,2628.0,1610.0,132.0,0,2.0
3831,2748.0,-16320.0,2884.0,1586.0,131.0,0,2.0
3833,2732.0,-16304.0,2696.0,1601.0,131.0,0,2.0
3835,2648.0,-16264.0,2836.0,1599.0,129.0,0,2.0
3837,2700.0,-16328.0,2856.0,1600.0,128.0,0,2.0
3839,2740.0,-16320.0,2620.0,1602.0,137.0,0,2.0
3841,2752.0,-16376.0,2700.0,1634.0,156.0,0,2.0
3843,2664.0,-16276.0,2732.0,1596.0,133.0,0,2.0
3845,2744.0,-16152.0,2496.0,1597.0,133.0,0,2.0
3847,2700.0,-16140.0,2744.0,1597.0,140.0,0,2.0
3849,2612.0,-15888.0,3060.0,1572.0,126.0,0,2.0
3851,2712.0,-15808.0,2860.0,1561.0,91.0,0,2.0
3853,2636.0,-15864.0,2664.0,1595.0,115.0,0,2.0
3855,2712.0,-15960.0,2648.0,1594.0,128.0,0,2.0
3857,2812.0,-16320.0,2728.0,1600.0,124.0,0,2.0
3859,2860.0,-16640.0,2656.0,1562.0,123.0,0,2.0
3861,2764.0,-16752.0,2624.0,1611.0,146.0,0,2.0
3863,2624.0,-16844.0,2708.0,1595.0,128.0,0,2.0
3865,2716.0,-16712.0,2592.0,1593.0,123.0,0,2.0
3867,2680.0,-16512.0,2932.0,1585.0,126.0,0,2.0
3869,2612.0,-16280.0,2792.0,1593.0,128.0,0,2.0
3871,2544.0,-16092.0,2960.0,1637.0,160.0,0,2.0
3873,2600.0,-16068.0,3084.0,1593.0,130.0,0,2.0
3875,2700.0,-16208.0,2996.0,1597.0,133.0,0,2.0
3877,2716.0,-16512.0,3008.0,1605.0,135.0,0,2.0
3879,2808.0,-16892.0,2752.0,1598.0,139.0,0,2.0
3881,2772.0,-16956.0,2644.0,1563.0,87.0,0,2.0
3883,2776.0,-16892.0,2804.0,1591.0,131.0,0,2.0
3885,2724.0,-16764.0,2756.0,1591.0,131.0,0,2.0
3887,2704.0,-16364.0,2992.0,1594.0,134.0,0,2.0
3889,2712.0,-16320.0,2760.0,1593.0,115.0,0,2.0
3891,2720.0,-16320.0,2664.0,1552.0,95.0,0,2.0
3893,2676.0,-16484.0,2728.0,1587.0,132.0,0,2.0
3895,2768.0,-16568.0,2784.0,1592.0,131.0,0,2.0
3897,2788.0,-16636.0,2728.0,1597.0,134.0,0,2.0
3899,2688.0,-16524.0,2588.0,1595.0,112.0,0,2.0
3901,2464.0,-16412.0,2500.0,1590.0,111.0,0,2.0
3903,2560.0,-16336.0,2504.0,1590.0,131.0,0,2.0
3905,2572.0,-16220.0,2496.0,1590.0,131.0,0,2.0
3907,2584.0,-16112.0,2836.0,1595.0,126.0,0,2.0
3909,2612.0,-16092.0,2804.0,1597.0,129.0,0,2.0
3911,2908.0,-16064.0,2844.0,1628.0,161.0,0,2.0
3913,2956.0,-16228.0,2516.0,1595.0,130.0,0,2.0
3915,2692.0,-16132.0,2448.0,1595.0,131.0,0,2.0
3917,2520.0,-16240.0,2372.0,1589.0,132.0,0,2.0
3919,2676.0,-16276.0,2536.0,1602.0,132.0,0,2.0
3921,2712.0,-16436.0,2876.0,1553.0,106.0,0,2.0
3923,2668.0,-16416.0,2584.0,1588.0,130.0,0,2.0
3925,2664.0,-16312.0,2804.0,1590.0,133.0,0,2.0
3927,2668.0,-16364.0,2848.0,1595.0,129.0,0,2.0
3929,2620.0,-16352.0,2416.0,1570.0,132.0,0,2.0
3931,2560.0,-16336.0,2688.0,1577.0,112.0,0,2.0
3933,2628.0,-16404.0,2656.0,1590.0,128.0,0,2.0
3935,2612.0,-16416.0,2512.0,1593.0,131.0,0,2.0
3937,2580.0,-16464.0,2560.0,1591.0,129.0,0,2.0
3939,2644.0,-16264.0,2452.0,1600.0,130.0,0,2.0
3941,2436.0,-16196.0,2504.0,1619.0,159.0,0,2.0
3943,2444.0,-16232.0,2424.0,1590.0,128.0,0,2.0
3945,2612.0,-16300.0,2536.0,1594.0,130.0,0,2.0
3947,2672.0,-16248.0,2396.0,1598.0,129.0,0,2.0
3949,2672.0,-16236.0,2368.0,1595.0,145.0,0,2.0
3951,2656.0,-16312.0,2436.0,1583.0,91.0,0,2.0
3953,2524.0,-16232.0,2360.0,1595.0,133.0,0,2.0
3955,2368.0,-16204.0,2412.0,1594.0,132.0,0,2.0
3957,2600.0,-16276.0,2384.0,1595.0,128.0,0,2.0
3959,2772.0,-16444.0,2356.0,1600.0,144.0,0,2.0
3961,2728.0,-16416.0,2388.0,1591.0,166.0,0,2.0
3963,2444.0,-16344.0,2484.0,1596.0,130.0,0,2.0
3965,2376.0,-16456.0,2312.0,1591.0,130.0,0,2.0
3967,2444.0,-16600.0,2292.0,1591.0,129.0,0,2.0
3969,2612.0,-16628.0,2352.0,1593.0,133.0,0,2.0
3971,2512.0,-16568.0,2272.0,1584.0,127.0,0,2.0
3973,2648.0,-16468.0,2640.0,1595.0,130.0,0,2.0
3975,2568.0,-16464.0,2400.0,1594.0,133.0,0,2.0
3977,2524.0,-16620.0,2480.0,1597.0,129.0,0,2.0
3979,2448.0,-16620.0,2300.0,1591.0,135.0,0,2.0
3981,2404.0,-16556.0,2384.0,1600.0,159.0,0,2.0
3983,2556.0,-16740.0,2420.0,1595.0,129.0,0,2.0
3985,2320.0,-16740.0,2200.0,1599.0,134.0,0,2.0
3987,2528.0,-16704.0,2604.0,1595.0,129.0,0,2.0
3989,2556.0,-16672.0,2596.0,1602.0,135.0,0,2.0
3991,2260.0,-16548.0,2436.0,1569.0,128.0,0,2.0
3993,2276.0,-16468.0,2632.0,1596.0,133.0,0,2.0
3995,2456.0,-16428.0,2552.0,1595.0,130.0,0,2.0
3997,2320.0,-16524.0,2340.0,1590.0,130.0,0,2.0
3999,2456.0,-16552.0,2408.0,1590.0,129.0,0,2.0
4001,2360.0,-16668.0,2228.0,1614.0,163.0,0,2.0
4003,2388.0,-16556.0,2272.0,1590.0,133.0,0,2.0
4005,2616.0,-16584.0,2340.0,1595.0,131.0,0,2.0
4007,2412.0,-16628.0,2336.0,1591.0,133.0,0,2.0
4009,2380.0,-16412.0,2164.0,1591.0,134.0,0,2.0
4011,2368.0,-16440.0,2328.0,1627.0,144.0,0,2.0
4013,2516.0,-16420.0,2184.0,1589.0,129.0,0,2.0
4015,2444.0,-16516.0,2128.0,1589.0,131.0,0,2.0
4017,2432.0,-16356.0,1972.0,1593.0,130.0,0,2.0
4019,2320.0,-16520.0,2032.0,1597.0,138.0,0,2.0
4021,2376.0,-16496.0,2116.0,1571.0,104.0,0,2.0
4023,2424.0,-16492.0,1928.0,1593.0,133.0,0,2.0
4025,2312.0,-16556.0,2060.0,1597.0,131.0,0,2.0
4027,2520.0,-16580.0,2112.0,1596.0,121.0,0,2.0
4029,2380.0,-16656.0,2112.0,1594.0,128.0,0,2.0
4031,2372.0,-16612.0,2168.0,1561.0,161.0,0,2.0
4033,2424.0,-16764.0,2136.0,1586.0,128.0,0,2.0
4035,2556.0,-16584.0,2228.0,1593.0,131.0,0,2.0
4037,2440.0,-16632.0,2108.0,1593.0,133.0,0,2.0
4039,2408.0,-16532.0,2220.0,1587.0,112.0,0,2.0
4041,2268.0,-16564.0,2380.0,1616.0,106.0,0,2.0
4043,2224.0,-16532.0,2204.0,1587.0,134.0,0,2.0
4045,2496.0,-16680.0,2364.0,1600.0,138.0,0,2.0
4047,2452.0,-17108.0,2216.0,1595.0,138.0,0,2.0
4049,2628.0,-17096.0,1980.0,1605.0,144.0,0,2.0
4051,2412.0,-17092.0,2208.0,1626.0,145.0,0,2.0
4053,2460.0,-16992.0,2332.0,1597.0,141.0,0,2.0
4055,2468.0,-16832.0,2700.0,1599.0,140.0,0,2.0
4057,2532.0,-16700.0,2364.0,1593.0,140.0,0,2.0
4059,2576.0,-16584.0,2376.0,1616.0,142.0,0,2.0
4061,2372.0,-16584.0,2080.0,1553.0,129.0,0,2.0
4063,2472.0,-16716.0,2112.0,1594.0,134.0,0,2.0
4065,2728.0,-16628.0,2096.0,1600.0,133.0,0,2.0
4067,2608.0,-16540.0,1812.0,1599.0,131.0,0,2.0
4069,2236.0,-16324.0,1964.0,1600.0,129.0,0,2.0
4071,2272.0,-16268.0,2128.0,1560.0,110.0,0,2.0
4073,2440.0,-16416.0,2216.0,1600.0,128.0,0,2.0
4075,2796.0,-16344.0,2064.0,1597.0,133.0,0,2.0
4077,2608.0,-16308.0,2192.0,1589.0,131.0,0,2.0
4079,2516.0,-16324.0,2012.0,1600.0,128.0,0,2.0
4081,2412.0,-16316.0,1904.0,1639.0,131.0,0,2.0
4083,2436.0,-16208.0,1976.0,1595.0,128.0,0,2.0
4085,2416.0,-16128.0,2092.0,1593.0,130.0,0,2.0
4087,2428.0,-16176.0,1944.0,1600.0,133.0,0,2.0
4089,2504.0,-16132.0,2000.0,1598.0,144.0,0,2.0
4091,2260.0,-16032.0,1964.0,1622.0,90.0,0,2.0
4093,2156.0,-16040.0,2096.0,1596.0,133.0,0,2.0
4095,2316.0,-16200.0,1812.0,1599.0,130.0,0,2.0
4097,2380.0,-16456.0,1768.0,1597.0,130.0,0,2.0
4099,2432.0,-16488.0,1624.0,1602.0,140.0,0,2.0
4101,2392.0,-16704.0,1664.0,1574.0,165.0,0,2.0
4103,2388.0,-16872.0,1776.0,1597.0,130.0,0,2.0
4105,2584.0,-16976.0,1832.0,1599.0,131.0,0,2.0
4107,2804.0,-16820.0,1916.0,1598.0,131.0,0,2.0
4109,2668.0,-16676.0,1932.0,1595.0,130.0,0,2.0
4111,2476.0,-16572.0,2264.0,1584.0,138.0,0,2.0
4113,2580.0,-16620.0,2276.0,1600.0,134.0,0,2.0
4115,2712.0,-16492.0,2380.0,1595.0,133.0,0,2.0
4117,2592.0,-16476.0,2284.0,1596.0,129.0,0,2.0
4119,2740.0,-16520.0,2400.0,1600.0,131.0,0,2.0
4121,2824.0,-16520.0,2208.0,1638.0,149.0,0,2.0
4123,2612.0,-16376.0,2128.0,1594.0,129.0,0,2.0
4125,2688.0,-16392.0,2084.0,1598.0,131.0,0,2.0
4127,2604.0,-16324.0,2016.0,1594.0,131.0,0,2.0
4129,2612.0,-16428.0,2036.0,1601.0,132.0,0,2.0
4131,2692.0,-16448.0,2096.0,1574.0,130.0,0,2.0
4133,2644.0,-16516.0,1944.0,1600.0,131.0,0,2.0
4135,2724.0,-16352.0,2056.0,1598.0,128.0,0,2.0
4137,2984.0,-16420.0,2040.0,1597.0,134.0,0,2.0
4139,2936.0,-16432.0,2028.0,1589.0,135.0,0,2.0
4141,2528.0,-16436.0,1936.0,1584.0,125.0,0,2.0
4143,2740.0,-16452.0,2080.0,1598.0,128.0,0,2.0
4145,2892.0,-16512.0,1928.0,1598.0,144.0,0,2.0
4147,2676.0,-16572.0,2036.0,1599.0,131.0,0,2.0
4149,2348.0,-16668.0,2060.0,1602.0,137.0,0,2.0
4151,2516.0,-16640.0,2140.0,1598.0,139.0,0,2.0
4153,2620.0,-16568.0,1956.0,1597.0,137.0,0,2.0
4155,2300.0,-16472.0,2160.0,1600.0,133.0,0,2.0
4157,2328.0,-16524.0,2112.0,1598.0,133.0,0,2.0
4159,2496.0,-16416.0,2380.0,1591.0,132.0,0,2.0
4161,2584.0,-16424.0,2084.0,1616.0,115.0,0,2.0
4163,2408.0,-16236.0,2040.0,1598.0,133.0,0,2.0
4165,2492.0,-16224.0,1996.0,1589.0,130.0,0,2.0
4167,2608.0,-16140.0,2072.0,1597.0,129.0,0,2.0
4169,2612.0,-16380.0,2048.0,1600.0,143.0,0,2.0
4171,2644.0,-16588.0,2060.0,1589.0,97.0,0,2.0
4173,2580.0,-16568.0,2176.0,1595.0,130.0,0,2.0
4175,2600.0,-16464.0,2108.0,1594.0,131.0,0,2.0
4177,2492.0,-16392.0,2116.0,1600.0,131.0,0,2.0
4179,2484.0,-16352.0,2076.0,1594.0,144.0,0,2.0
4181,2464.0,-16240.0,2176.0,1584.0,147.0,0,2.0
4183,2380.0,-16432.0,2108.0,1600.0,131.0,0,2.0
4185,2516.0,-16644.0,2324.0,1599.0,131.0,0,2.0
4187,2648.0,-16748.0,2200.0,1597.0,130.0,0,2.0
4189,2564.0,-16596.0,2012.0,1601.0,136.0,0,2.0
4191,2532.0,-16668.0,2068.0,1606.0,167.0,0,2.0
4193,2448.0,-16384.0,2008.0,1597.0,130.0,0,2.0
4195,2468.0,-16212.0,2176.0,1600.0,135.0,0,2.0
4197,2660.0,-16240.0,2372.0,1598.0,133.0,0,2.0
4199,2760.0,-16520.0,2296.0,1603.0,130.0,0,2.0
4201,2732.0,-16648.0,2180.0,1571.0,138.0,0,2.0
4203,2616.0,-16732.0,2132.0,1600.0,130.0,0,2.0
4205,2576.0,-16504.0,2000.0,1600.0,128.0,0,2.0
4207,2436.0,-16428.0,1916.0,1598.0,129.0,0,2.0
4209,2412.0,-16364.0,2008.0,1591.0,128.0,0,2.0
4211,2600.0,-16412.0,2204.0,1566.0,123.0,0,2.0
4213,2592.0,-16284.0,2076.0,1601.0,127.0,0,2.0
4215,2504.0,-16276.0,2164.0,1601.0,126.0,0,2.0
4217,2484.0,-16300.0,2088.0,1598.0,121.0,0,2.0
4219,2496.0,-16332.0,2028.0,1577.0,117.0,0,2.0
4221,2512.0,-16492.0,1960.0,1633.0,86.0,0,2.0
4223,2480.0,-16452.0,1744.0,1593.0,102.0,0,2.0
4225,2412.0,-16388.0,1572.0,1599.0,126.0,0,2.0
4227,2384.0,-16448.0,1800.0,1599.0,116.0,0,2.0
4229,2440.0,-16392.0,1780.0,1607.0,112.0,0,2.0
4231,2540.0,-16436.0,1904.0,1586.0,98.0,0,2.0
4233,2436.0,-16328.0,1944.0,1600.0,121.0,0,2.0
4235,2496.0,-16472.0,1884.0,1607.0,130.0,0,2.0
4237,2440.0,-16396.0,1776.0,1593.0,126.0,0,2.0
4239,2440.0,-16524.0,1696.0,1609.0,128.0,0,2.0
4241,2392.0,-16572.0,1752.0,1642.0,89.0,0,2.0
4243,2564.0,-16636.0,1844.0,1600.0,113.0,0,2.0
4245,2588.0,-16880.0,1856.0,1604.0,113.0,0,2.0
4247,2580.0,-16828.0,1804.0,1587.0,111.0,0,2.0
4249,2328.0,-16952.0,1564.0,1602.0,123.0,0,2.0
4251,2336.0,-16768.0,1764.0,1633.0,113.0,0,2.0
4253,2448.0,-16696.0,1672.0,1600.0,112.0,0,2.0
4255,2568.0,-16680.0,1892.0,1603.0,121.0,0,2.0
4257,2612.0,-16552.0,1876.0,1614.0,114.0,0,2.0
4259,2416.0,-16308.0,1836.0,1601.0,126.0,0,2.0
4261,2448.0,-16304.0,1676.0,1581.0,144.0,0,2.0
4263,2460.0,-16336.0,1788.0,1600.0,109.0,0,2.0
4265,2392.0,-16640.0,1692.0,1601.0,107.0,0,2.0
4267,2224.0,-16624.0,1688.0,1614.0,94.0,0,2.0
4269,2428.0,-16756.0,1728.0,1600.0,0.0,0,2.0
4271,2532.0,-16724.0,1584.0,1594.0,0.0,0,2.0
4273,2512.0,-16668.0,1760.0,1600.0,0.0,0,2.0
4275,2388.0,-16552.0,1592.0,1602.0,0.0,0,2.0
4277,2408.0,-16472.0,1648.0,1600.0,0.0,0,2.0
