,AcX,AcY,AcZ,FSR A,FSR B,Gesture,Position
6885,15820.0,-1776.0,6572.0,1466.0,0.0,0,3.0
6887,15828.0,-1696.0,6404.0,1457.0,0.0,0,3.0
6889,15796.0,-1856.0,6084.0,1465.0,0.0,0,3.0
6891,15752.0,-1880.0,6172.0,1456.0,0.0,0,3.0
6893,15756.0,-2036.0,6176.0,1423.0,0.0,0,3.0
6895,16064.0,-2168.0,6212.0,1462.0,0.0,0,3.0
6897,15852.0,-2100.0,6376.0,1466.0,0.0,0,3.0
6899,16000.0,-1988.0,6324.0,1461.0,0.0,0,3.0
6901,16188.0,-1960.0,6364.0,1449.0,0.0,0,3.0
6903,16052.0,-1916.0,6236.0,1422.0,0.0,0,3.0
6905,16112.0,-1828.0,6072.0,1459.0,0.0,0,3.0
6907,16204.0,-1872.0,6232.0,1458.0,0.0,0,3.0
6909,15944.0,-1808.0,6280.0,1465.0,0.0,0,3.0
6911,15868.0,-2040.0,6384.0,1456.0,0.0,0,3.0
6913,16124.0,-2084.0,6144.0,1477.0,0.0,0,3.0
6915,16320.0,-2176.0,5908.0,1462.0,0.0,0,3.0
6917,16436.0,-2412.0,5660.0,1459.0,0.0,0,3.0
6919,16080.0,-2468.0,5808.0,1458.0,0.0,0,3.0
6921,16188.0,-2492.0,6092.0,1461.0,0.0,0,3.0
6923,16072.0,-2364.0,6348.0,1497.0,0.0,0,3.0
6925,16152.0,-2368.0,6320.0,1466.0,0.0,0,3.0
6927,16292.0,-2144.0,6196.0,1461.0,0.0,0,3.0
6929,16276.0,-2132.0,5916.0,1459.0,0.0,0,3.0
6931,15992.0,-2192.0,5776.0,1472.0,0.0,0,3.0
6933,15812.0,-2260.0,5764.0,1442.0,0.0,0,3.0
6935,15668.0,-2404.0,5980.0,1488.0,0.0,0,3.0
6937,15992.0,-2228.0,5824.0,1487.0,0.0,0,3.0
6939,16300.0,-2020.0,6048.0,1484.0,0.0,0,3.0
6941,16188.0,-2084.0,6084.0,1485.0,0.0,0,3.0
6943,15964.0,-2140.0,5892.0,1461.0,0.0,0,3.0
6945,16084.0,-2148.0,6272.0,1520.0,0.0,0,3.0
6947,16132.0,-2216.0,6136.0,1490.0,0.0,0,3.0
6949,16084.0,-2404.0,5932.0,1488.0,0.0,0,3.0
6951,16228.0,-2408.0,5824.0,1486.0,0.0,0,3.0
6953,16092.0,-2408.0,5908.0,1505.0,0.0,0,3.0
6955,16112.0,-2328.0,5916.0,1520.0,0.0,0,3.0
6957,16012.0,-2432.0,5688.0,1486.0,0.0,0,3.0
6959,16116.0,-2344.0,5500.0,1488.0,0.0,0,3.0
6961,16060.0,-2312.0,5788.0,1488.0,0.0,0,3.0
6963,16092.0,-2296.0,6004.0,1490.0,0.0,0,3.0
6965,16004.0,-2376.0,6124.0,1449.0,0.0,0,3.0
6967,16324.0,-2232.0,6100.0,1488.0,0.0,0,3.0
6969,16332.0,-2244.0,5980.0,1488.0,0.0,0,3.0
6971,16016.0,-2248.0,5548.0,1488.0,0.0,0,3.0
6973,15884.0,-2172.0,5484.0,1467.0,0.0,0,3.0
6975,16268.0,-1988.0,5644.0,1457.0,0.0,0,3.0
6977,16180.0,-2256.0,5836.0,1487.0,0.0,0,3.0
6979,16248.0,-2416.0,5968.0,1489.0,0.0,0,3.0
6981,16356.0,-2236.0,5688.0,1476.0,0.0,0,3.0
6983,16024.0,-2248.0,5396.0,1473.0,0.0,0,3.0
6985,15784.0,-1992.0,4848.0,1526.0,0.0,0,3.0
6987,15916.0,-1732.0,4864.0,1482.0,0.0,0,3.0
6989,15908.0,-1436.0,5184.0,1488.0,0.0,0,3.0
6991,15852.0,-1608.0,5600.0,1481.0,0.0,0,3.0
6993,15964.0,-1860.0,5168.0,1490.0,0.0,0,3.0
6995,15936.0,-1780.0,5152.0,1525.0,0.0,0,3.0
6997,15732.0,-1532.0,5348.0,1488.0,0.0,0,3.0
6999,15928.0,-1624.0,5416.0,1497.0,0.0,0,3.0
7001,16048.0,-1956.0,5204.0,1477.0,0.0,0,3.0
7003,16032.0,-1896.0,5116.0,1456.0,0.0,0,3.0
7005,15856.0,-1804.0,5084.0,1488.0,0.0,0,3.0
7007,15672.0,-1932.0,5340.0,1488.0,0.0,0,3.0
7009,15840.0,-2024.0,5740.0,1490.0,0.0,0,3.0
7011,15684.0,-1988.0,5828.0,1473.0,0.0,0,3.0
7013,16016.0,-1820.0,5852.0,1522.0,0.0,0,3.0
7015,16356.0,-1864.0,6056.0,1488.0,0.0,0,3.0
7017,16312.0,-2092.0,5988.0,1487.0,0.0,0,3.0
7019,16500.0,-2412.0,5940.0,1488.0,0.0,0,3.0
7021,16336.0,-2408.0,5968.0,1484.0,0.0,0,3.0
7023,16088.0,-2240.0,5948.0,1522.0,0.0,0,3.0
7025,16020.0,-2268.0,6088.0,1488.0,0.0,0,3.0
7027,16064.0,-2240.0,6160.0,1488.0,0.0,0,3.0
7029,15896.0,-2384.0,6308.0,1491.0,0.0,0,3.0
7031,16096.0,-2252.0,6200.0,1506.0,0.0,0,3.0
7033,16016.0,-2240.0,6176.0,1468.0,0.0,0,3.0
7035,16144.0,-2040.0,6128.0,1501.0,0.0,0,3.0
7037,16020.0,-2108.0,6000.0,1488.0,0.0,0,3.0
7039,16068.0,-2152.0,5940.0,1488.0,0.0,0,3.0
7041,15976.0,-2124.0,5812.0,1485.0,0.0,0,3.0
7043,16028.0,-2156.0,5896.0,1459.0,0.0,0,3.0
7045,16012.0,-1860.0,6192.0,1488.0,0.0,0,3.0
7047,15820.0,-2064.0,6164.0,1486.0,0.0,0,3.0
7049,15820.0,-2328.0,6048.0,1492.0,0.0,0,3.0
7051,15900.0,-2336.0,5800.0,1488.0,0.0,0,3.0
7053,16068.0,-2280.0,5768.0,1514.0,0.0,0,3.0
7055,15788.0,-2388.0,5888.0,1489.0,0.0,0,3.0
7057,16016.0,-2304.0,6020.0,1488.0,0.0,0,3.0
7059,16068.0,-2092.0,6260.0,1488.0,0.0,0,3.0
7061,16040.0,-2016.0,6276.0,1482.0,0.0,0,3.0
7063,15856.0,-2144.0,6108.0,1520.0,0.0,0,3.0
7065,15880.0,-2120.0,6056.0,1489.0,0.0,0,3.0
7067,15956.0,-2248.0,6176.0,1487.0,0.0,0,3.0
7069,16084.0,-2300.0,6116.0,1490.0,0.0,0,3.0
7071,16144.0,-2380.0,6216.0,1488.0,0.0,0,3.0
7073,15956.0,-2432.0,6060.0,1458.0,0.0,0,3.0
7075,15988.0,-2144.0,6196.0,1489.0,0.0,0,3.0
7077,15824.0,-1876.0,6088.0,1488.0,0.0,0,3.0
7079,15852.0,-1764.0,6080.0,1488.0,0.0,0,3.0
7081,15748.0,-1744.0,6252.0,1475.0,0.0,0,3.0
7083,15968.0,-1920.0,6132.0,1466.0,0.0,0,3.0
7085,16032.0,-1948.0,6144.0,1488.0,0.0,0,3.0
7087,15880.0,-2104.0,6192.0,1488.0,0.0,0,3.0
7089,15936.0,-2084.0,6132.0,1490.0,0.0,0,3.0
7091,15976.0,-2120.0,5956.0,1473.0,0.0,0,3.0
7093,15888.0,-2028.0,6172.0,1489.0,0.0,0,3.0
7095,16164.0,-2024.0,6248.0,1488.0,0.0,0,3.0
7097,16328.0,-1968.0,6320.0,1490.0,0.0,0,3.0
7099,16184.0,-2068.0,6060.0,1488.0,0.0,0,3.0
7101,16240.0,-2020.0,6056.0,1494.0,0.0,0,3.0
7103,16184.0,-2028.0,6208.0,1505.0,0.0,0,3.0
7105,16088.0,-2204.0,5980.0,1489.0,0.0,0,3.0
7107,16232.0,-2288.0,5808.0,1488.0,0.0,0,3.0
7109,15972.0,-2312.0,5700.0,1487.0,0.0,0,3.0
7111,15824.0,-2112.0,5624.0,1489.0,0.0,0,3.0
7113,15676.0,-1868.0,5496.0,1521.0,0.0,0,3.0
7115,15664.0,-1612.0,5344.0,1486.0,0.0,0,3.0
7117,16032.0,-1552.0,5600.0,1486.0,0.0,0,3.0
7119,16332.0,-1416.0,5588.0,1489.0,0.0,0,3.0
7121,16020.0,-1724.0,5968.0,1495.0,0.0,0,3.0
7123,16056.0,-2020.0,5724.0,1522.0,0.0,0,3.0
7125,16192.0,-2340.0,5428.0,1482.0,0.0,0,3.0
7127,16052.0,-2196.0,5052.0,1483.0,0.0,0,3.0
7129,16104.0,-1824.0,5208.0,1488.0,0.0,0,3.0
7131,16172.0,-1744.0,5572.0,1493.0,0.0,0,3.0
7133,16480.0,-1648.0,5816.0,1472.0,0.0,0,3.0
7135,16192.0,-1956.0,5660.0,1485.0,0.0,0,3.0
7137,16328.0,-1864.0,5564.0,1485.0,0.0,0,3.0
7139,16160.0,-1716.0,5208.0,1478.0,0.0,0,3.0
7141,16108.0,-1772.0,5032.0,1485.0,0.0,0,3.0
7143,16396.0,-1756.0,5336.0,1467.0,0.0,0,3.0
7145,16456.0,-1944.0,5288.0,1475.0,0.0,0,3.0
7147,16528.0,-1888.0,5492.0,1488.0,0.0,0,3.0
7149,16496.0,-2012.0,5776.0,1483.0,0.0,0,3.0
7151,16140.0,-1936.0,5392.0,1486.0,0.0,0,3.0
7153,15988.0,-1976.0,4928.0,1491.0,0.0,0,3.0
7155,16104.0,-1872.0,4996.0,1482.0,0.0,0,3.0
7157,16196.0,-1680.0,5172.0,1486.0,0.0,0,3.0
7159,16232.0,-1480.0,5736.0,1488.0,0.0,0,3.0
7161,16332.0,-1600.0,6244.0,1493.0,0.0,0,3.0
7163,16448.0,-1552.0,6192.0,1488.0,0.0,0,3.0
7165,16604.0,-1624.0,6032.0,1488.0,0.0,0,3.0
7167,16420.0,-2020.0,5724.0,1488.0,0.0,0,3.0
7169,16392.0,-2332.0,5312.0,1488.0,0.0,0,3.0
7171,16336.0,-2504.0,4928.0,1486.0,0.0,0,3.0
7173,16448.0,-2732.0,5012.0,1485.0,0.0,0,3.0
7175,16588.0,-2812.0,5400.0,1488.0,0.0,0,3.0
7177,16384.0,-2864.0,5664.0,1486.0,0.0,0,3.0
7179,16240.0,-2788.0,5880.0,1488.0,0.0,0,3.0
7181,16192.0,-2736.0,5388.0,1486.0,0.0,0,3.0
7183,16292.0,-2460.0,5152.0,1478.0,0.0,0,3.0
7185,16384.0,-1684.0,4832.0,1490.0,0.0,0,3.0
7187,16100.0,-1568.0,5032.0,1488.0,0.0,0,3.0
7189,15796.0,-1636.0,4932.0,1488.0,0.0,0,3.0
7191,15720.0,-1660.0,5340.0,1483.0,0.0,0,3.0
7193,16036.0,-1816.0,5156.0,1463.0,0.0,0,3.0
7195,15948.0,-2032.0,4888.0,1488.0,0.0,0,3.0
7197,15964.0,-2072.0,4684.0,1488.0,0.0,0,3.0
7199,15880.0,-1800.0,4728.0,1489.0,0.0,0,3.0
7201,15680.0,-1464.0,4656.0,1475.0,0.0,0,3.0
7203,15932.0,-1264.0,5276.0,1472.0,0.0,0,3.0
7205,16416.0,-1404.0,5612.0,1488.0,0.0,0,3.0
7207,16364.0,-1796.0,5588.0,1491.0,0.0,0,3.0
7209,16368.0,-1652.0,5276.0,1478.0,0.0,0,3.0
7211,16148.0,-1728.0,5084.0,1482.0,0.0,0,3.0
7213,16044.0,-1896.0,5304.0,1521.0,0.0,0,3.0
7215,16104.0,-2252.0,5328.0,1490.0,0.0,0,3.0
7217,16332.0,-2712.0,5212.0,1488.0,0.0,0,3.0
7219,16500.0,-2892.0,5128.0,1488.0,0.0,0,3.0
7221,16588.0,-2472.0,5456.0,1488.0,0.0,0,3.0
7223,16500.0,-2260.0,5520.0,1515.0,0.0,0,3.0
7225,16252.0,-2336.0,5636.0,1486.0,0.0,0,3.0
7227,16108.0,-2220.0,5328.0,1488.0,0.0,0,3.0
7229,16140.0,-2048.0,5532.0,1490.0,0.0,0,3.0
7231,16284.0,-2064.0,5620.0,1488.0,0.0,0,3.0
7233,16412.0,-2540.0,5448.0,1460.0,0.0,0,3.0
7235,16440.0,-2628.0,5616.0,1486.0,0.0,0,3.0
7237,16300.0,-2784.0,5464.0,1488.0,0.0,0,3.0
7239,16256.0,-2588.0,5424.0,1487.0,0.0,0,3.0
7241,16128.0,-2232.0,5540.0,1488.0,0.0,0,3.0
7243,15892.0,-2000.0,5644.0,1458.0,0.0,0,3.0
7245,16316.0,-1952.0,5668.0,1488.0,0.0,0,3.0
7247,16536.0,-2164.0,5596.0,1488.0,0.0,0,3.0
7249,16352.0,-2244.0,5424.0,1489.0,0.0,0,3.0
7251,16220.0,-2608.0,5436.0,1488.0,0.0,0,3.0
7253,16032.0,-2812.0,5128.0,1456.0,0.0,0,3.0
7255,16052.0,-2764.0,4964.0,1488.0,0.0,0,3.0
7257,16148.0,-2516.0,4940.0,1488.0,0.0,0,3.0
7259,16420.0,-2128.0,5292.0,1495.0,0.0,0,3.0
7261,16268.0,-1952.0,5844.0,1489.0,0.0,0,3.0
7263,16440.0,-2300.0,5756.0,1457.0,0.0,0,3.0
7265,16432.0,-2512.0,5472.0,1488.0,0.0,0,3.0
7267,16284.0,-2692.0,4964.0,1489.0,0.0,0,3.0
7269,16372.0,-2584.0,4732.0,1488.0,0.0,0,3.0
7271,16376.0,-2516.0,4752.0,1484.0,0.0,0,3.0
7273,16024.0,-2448.0,5276.0,1520.0,0.0,0,3.0
7275,16308.0,-2460.0,5800.0,1489.0,0.0,0,3.0
7277,16424.0,-2548.0,5852.0,1488.0,0.0,0,3.0
7279,16316.0,-2216.0,5764.0,1488.0,0.0,0,3.0
7281,16316.0,-2120.0,5200.0,1486.0,0.0,0,3.0
7283,15772.0,-1980.0,4996.0,1520.0,0.0,0,3.0
7285,15744.0,-1876.0,4932.0,1488.0,0.0,0,3.0
7287,15920.0,-1888.0,5340.0,1489.0,0.0,0,3.0
7289,16224.0,-1832.0,5816.0,1487.0,0.0,0,3.0
7291,16420.0,-2012.0,6020.0,1485.0,0.0,0,3.0
7293,16284.0,-2364.0,5592.0,1447.0,0.0,0,3.0
7295,16200.0,-2308.0,5040.0,1490.0,0.0,0,3.0
7297,16056.0,-2212.0,4884.0,1487.0,0.0,0,3.0
7299,15784.0,-1908.0,5128.0,1499.0,0.0,0,3.0
7301,16124.0,-1844.0,5660.0,1479.0,0.0,0,3.0
7303,16244.0,-1672.0,6132.0,1446.0,0.0,0,3.0
7305,16156.0,-1784.0,5888.0,1488.0,0.0,0,3.0
7307,15984.0,-1904.0,5708.0,1488.0,0.0,0,3.0
7309,15676.0,-1944.0,5164.0,1488.0,0.0,0,3.0
7311,15940.0,-1720.0,5172.0,1472.0,0.0,0,3.0
7313,16204.0,-1560.0,5336.0,1515.0,0.0,0,3.0
7315,16308.0,-1844.0,6136.0,1487.0,0.0,0,3.0
7317,16208.0,-2540.0,6060.0,1488.0,0.0,0,3.0
7319,16800.0,-2700.0,6220.0,1499.0,0.0,0,3.0
7321,16764.0,-2716.0,5952.0,1490.0,0.0,0,3.0
7323,16360.0,-2696.0,5388.0,1503.0,0.0,0,3.0
7325,16648.0,-2284.0,5360.0,1491.0,0.0,0,3.0
7327,16688.0,-2056.0,5340.0,1491.0,0.0,0,3.0
7329,16696.0,-1816.0,5460.0,1490.0,0.0,0,3.0
7331,16624.0,-1936.0,5540.0,1493.0,0.0,0,3.0
7333,16596.0,-2340.0,5488.0,1503.0,0.0,0,3.0
7335,16644.0,-2480.0,5548.0,1491.0,0.0,0,3.0
7337,16180.0,-2768.0,4768.0,1488.0,0.0,0,3.0
7339,16188.0,-2608.0,4536.0,1498.0,0.0,0,3.0
7341,16112.0,-1860.0,4364.0,1494.0,0.0,0,3.0
7343,16244.0,-1480.0,4908.0,1520.0,0.0,0,3.0
7345,16232.0,-1116.0,5332.0,1494.0,0.0,0,3.0
7347,16168.0,-1276.0,5472.0,1492.0,0.0,0,3.0
7349,16040.0,-816.0,5336.0,1491.0,0.0,0,3.0
7351,15876.0,-776.0,5220.0,1502.0,0.0,0,3.0
7353,16048.0,-1068.0,4912.0,1472.0,0.0,0,3.0
7355,15496.0,-1584.0,4244.0,1498.0,0.0,0,3.0
7357,15684.0,-1416.0,4188.0,1495.0,0.0,0,3.0
7359,16208.0,-956.0,4752.0,1494.0,0.0,0,3.0
7361,16344.0,-1008.0,5280.0,1499.0,0.0,0,3.0
7363,16228.0,-1320.0,5928.0,1473.0,0.0,0,3.0
7365,16380.0,-1340.0,5716.0,1494.0,0.0,0,3.0
7367,16484.0,-1568.0,5192.0,1491.0,0.0,0,3.0
7369,16468.0,-1480.0,4440.0,1494.0,0.0,0,3.0
7371,16112.0,-1184.0,4092.0,1492.0,0.0,0,3.0
7373,15648.0,-1016.0,4492.0,1514.0,0.0,0,3.0
7375,16480.0,-1028.0,5552.0,1488.0,0.0,0,3.0
7377,16924.0,-1592.0,5864.0,1495.0,0.0,0,3.0
7379,16680.0,-1780.0,5464.0,1492.0,0.0,0,3.0
7381,16528.0,-1708.0,4744.0,1498.0,0.0,0,3.0
7383,16236.0,-1744.0,4444.0,1511.0,0.0,0,3.0
7385,16148.0,-1764.0,4076.0,1488.0,0.0,0,3.0
7387,15936.0,-1672.0,4260.0,1488.0,0.0,0,3.0
7389,16436.0,-1240.0,5024.0,1488.0,0.0,0,3.0
7391,16708.0,-1200.0,5492.0,1490.0,0.0,0,3.0
7393,16756.0,-1112.0,5544.0,1469.0,0.0,0,3.0
7395,16424.0,-936.0,5084.0,1489.0,0.0,0,3.0
7397,16352.0,-884.0,4540.0,1488.0,0.0,0,3.0
7399,15756.0,-932.0,4028.0,1488.0,0.0,0,3.0
7401,15412.0,-1060.0,3888.0,1488.0,0.0,0,3.0
7403,16432.0,-1024.0,4576.0,1471.0,0.0,0,3.0
7405,16300.0,-1404.0,5268.0,1490.0,0.0,0,3.0
7407,16628.0,-2392.0,5004.0,1491.0,0.0,0,3.0
7409,17056.0,-2288.0,4772.0,1490.0,0.0,0,3.0
7411,17060.0,-2012.0,4104.0,1485.0,0.0,0,3.0
7413,16600.0,-1444.0,4048.0,1488.0,0.0,0,3.0
7415,16272.0,-1124.0,4024.0,1489.0,0.0,0,3.0
7417,16492.0,-1152.0,4592.0,1489.0,0.0,0,3.0
7419,16548.0,-1356.0,4828.0,1489.0,0.0,0,3.0
7421,16628.0,-1656.0,5124.0,1488.0,0.0,0,3.0
7423,16616.0,-1968.0,4920.0,1467.0,0.0,0,3.0
7425,16600.0,-1952.0,4672.0,1490.0,0.0,0,3.0
7427,16740.0,-1620.0,4732.0,1490.0,0.0,0,3.0
7429,16688.0,-1676.0,4724.0,1491.0,0.0,0,3.0
7431,16456.0,-1552.0,4664.0,1505.0,0.0,0,3.0
7433,15800.0,-1512.0,4532.0,1533.0,0.0,0,3.0
7435,15848.0,-1364.0,4704.0,1498.0,0.0,0,3.0
7437,16904.0,-1168.0,4980.0,1495.0,0.0,0,3.0
7439,17052.0,-1184.0,5504.0,1501.0,0.0,0,3.0
7441,16180.0,-2016.0,5184.0,1495.0,0.0,0,3.0
7443,16348.0,-2356.0,4652.0,1533.0,0.0,0,3.0
7445,15984.0,-2172.0,4212.0,1499.0,0.0,0,3.0
7447,16100.0,-1720.0,4244.0,1499.0,0.0,0,3.0
7449,16772.0,-1248.0,4952.0,1495.0,0.0,0,3.0
7451,16492.0,-1176.0,5404.0,1502.0,0.0,0,3.0
7453,16228.0,-1416.0,5540.0,1472.0,0.0,0,3.0
7455,16132.0,-1732.0,5184.0,1504.0,0.0,0,3.0
7457,15928.0,-1808.0,4944.0,1499.0,0.0,0,3.0
7459,16068.0,-1712.0,4732.0,1497.0,0.0,0,3.0
7461,16260.0,-1632.0,4460.0,1498.0,0.0,0,3.0
7463,16408.0,-1460.0,4556.0,1482.0,0.0,0,3.0
7465,16756.0,-1272.0,5060.0,1501.0,0.0,0,3.0
7467,16408.0,-1440.0,5676.0,1503.0,0.0,0,3.0
7469,16088.0,-1764.0,5476.0,1494.0,0.0,0,3.0
7471,16180.0,-1848.0,5008.0,1498.0,0.0,0,3.0
7473,16268.0,-1864.0,4784.0,1535.0,0.0,0,3.0
7475,16412.0,-1876.0,4540.0,1487.0,0.0,0,3.0
7477,16372.0,-1832.0,4628.0,1501.0,0.0,0,3.0
7479,16428.0,-1668.0,5048.0,1502.0,0.0,0,3.0
7481,16644.0,-1740.0,5476.0,1511.0,0.0,0,3.0
7483,16424.0,-1932.0,5604.0,1535.0,0.0,0,3.0
7485,16068.0,-1988.0,5236.0,1459.0,0.0,0,3.0
7487,16368.0,-1616.0,4872.0,1503.0,0.0,0,3.0
7489,16396.0,-1644.0,4824.0,1504.0,0.0,0,3.0
7491,16516.0,-1916.0,5004.0,1503.0,0.0,0,3.0
7493,16316.0,-1920.0,5104.0,1472.0,0.0,0,3.0
7495,16392.0,-2020.0,5268.0,1461.0,0.0,0,3.0
7497,16352.0,-1908.0,5152.0,1498.0,0.0,0,3.0
7499,16200.0,-1752.0,5236.0,1505.0,0.0,0,3.0
7501,16336.0,-1760.0,5208.0,1504.0,0.0,0,3.0
7503,16132.0,-1816.0,4964.0,1535.0,0.0,0,3.0
7505,16300.0,-1848.0,4852.0,1507.0,0.0,0,3.0
7507,16440.0,-2212.0,5060.0,1504.0,0.0,0,3.0
7509,16336.0,-2376.0,5144.0,1505.0,0.0,0,3.0
7511,16348.0,-2400.0,4988.0,1503.0,0.0,0,3.0
7513,16400.0,-2292.0,4776.0,1461.0,0.0,0,3.0
7515,16576.0,-2352.0,4748.0,1513.0,0.0,0,3.0
7517,16256.0,-2276.0,4880.0,1505.0,0.0,0,3.0
7519,16320.0,-2164.0,5216.0,1499.0,0.0,0,3.0
7521,16188.0,-2328.0,5564.0,1498.0,0.0,0,3.0
7523,16320.0,-2272.0,5436.0,1463.0,0.0,0,3.0
7525,16568.0,-2460.0,5204.0,1505.0,0.0,0,3.0
7527,16372.0,-2520.0,4708.0,1505.0,0.0,0,3.0
7529,16484.0,-2556.0,4588.0,1514.0,0.0,0,3.0
7531,16360.0,-2464.0,4820.0,1503.0,0.0,0,3.0
7533,16408.0,-2712.0,4964.0,1552.0,0.0,0,3.0
7535,16152.0,-2684.0,5040.0,1511.0,0.0,0,3.0
7537,16232.0,-2692.0,5044.0,1513.0,0.0,0,3.0
7539,16016.0,-2212.0,4720.0,1511.0,0.0,0,3.0
7541,16112.0,-1604.0,4948.0,1517.0,0.0,0,3.0
7543,16084.0,-1552.0,4980.0,1551.0,0.0,0,3.0
7545,16160.0,-1804.0,4936.0,1514.0,0.0,0,3.0
7547,16356.0,-1708.0,4952.0,1517.0,0.0,0,3.0
7549,16232.0,-1888.0,4744.0,1515.0,0.0,0,3.0
7551,16336.0,-2120.0,4668.0,1514.0,0.0,0,3.0
7553,16440.0,-2548.0,4832.0,1529.0,0.0,0,3.0
7555,16608.0,-2808.0,4812.0,1515.0,0.0,0,3.0
7557,16556.0,-2868.0,4588.0,1511.0,0.0,0,3.0
7559,16268.0,-2484.0,4548.0,1516.0,0.0,0,3.0
7561,16012.0,-2216.0,4664.0,1508.0,0.0,0,3.0
7563,16224.0,-2076.0,4716.0,1519.0,0.0,0,3.0
7565,16392.0,-1936.0,4740.0,1515.0,0.0,0,3.0
7567,16060.0,-2052.0,4800.0,1510.0,0.0,0,3.0
7569,16248.0,-2108.0,4576.0,1515.0,0.0,0,3.0
7571,16228.0,-2268.0,4760.0,1507.0,0.0,0,3.0
7573,16360.0,-2544.0,4908.0,1519.0,0.0,0,3.0
7575,16352.0,-2752.0,4552.0,1509.0,0.0,0,3.0
7577,16252.0,-2648.0,4748.0,1511.0,0.0,0,3.0
7579,16208.0,-2672.0,4852.0,1511.0,0.0,0,3.0
7581,16120.0,-2716.0,4888.0,1516.0,0.0,0,3.0
7583,16180.0,-2620.0,5032.0,1483.0,0.0,0,3.0
7585,16556.0,-2460.0,5144.0,1515.0,0.0,0,3.0
7587,16832.0,-2416.0,5068.0,1511.0,0.0,0,3.0
7589,16196.0,-2588.0,4880.0,1510.0,0.0,0,3.0
7591,16228.0,-2684.0,4980.0,1509.0,0.0,0,3.0
7593,16348.0,-2508.0,5032.0,1550.0,0.0,0,3.0
7595,16196.0,-2680.0,5052.0,1514.0,0.0,0,3.0
7597,16300.0,-2680.0,4872.0,1515.0,0.0,0,3.0
7599,16228.0,-2484.0,4856.0,1511.0,0.0,0,3.0
7601,16224.0,-2376.0,4912.0,1513.0,0.0,0,3.0
7603,16408.0,-2316.0,4984.0,1535.0,0.0,0,3.0
7605,16328.0,-2264.0,4824.0,1515.0,0.0,0,3.0
7607,16296.0,-2420.0,4620.0,1510.0,0.0,0,3.0
7609,16632.0,-2388.0,4520.0,1507.0,0.0,0,3.0
7611,16800.0,-2308.0,4880.0,1513.0,0.0,0,3.0
7613,16332.0,-2712.0,5132.0,1471.0,0.0,0,3.0
7615,16408.0,-2848.0,5264.0,1510.0,0.0,0,3.0
7617,16724.0,-2788.0,5236.0,1510.0,0.0,0,3.0
7619,16336.0,-2736.0,4804.0,1510.0,0.0,0,3.0
7621,16228.0,-2696.0,5076.0,1506.0,0.0,0,3.0
7623,15996.0,-2576.0,5012.0,1475.0,0.0,0,3.0
7625,15708.0,-2264.0,4952.0,1505.0,0.0,0,3.0
7627,16112.0,-1628.0,5052.0,1502.0,0.0,0,3.0
7629,16444.0,-1236.0,5440.0,1503.0,0.0,0,3.0
7631,16432.0,-1352.0,5596.0,1499.0,0.0,0,3.0
7633,16344.0,-1824.0,5640.0,1552.0,0.0,0,3.0
7635,16300.0,-2368.0,5296.0,1526.0,0.0,0,3.0
7637,15832.0,-2564.0,4788.0,1499.0,0.0,0,3.0
7639,15836.0,-2828.0,4448.0,1501.0,0.0,0,3.0
7641,15868.0,-2488.0,4584.0,1488.0,0.0,0,3.0
7643,15984.0,-2120.0,5192.0,1518.0,0.0,0,3.0
7645,16300.0,-2144.0,5596.0,1475.0,0.0,0,3.0
7647,16532.0,-2060.0,5688.0,1497.0,0.0,0,3.0
7649,16376.0,-1932.0,5460.0,1493.0,0.0,0,3.0
7651,16236.0,-2140.0,5520.0,1491.0,0.0,0,3.0
7653,16108.0,-2364.0,5160.0,1492.0,0.0,0,3.0
7655,15956.0,-2888.0,5164.0,1506.0,0.0,0,3.0
7657,16076.0,-2788.0,5068.0,1502.0,0.0,0,3.0
7659,16268.0,-2544.0,5256.0,1501.0,0.0,0,3.0
7661,16164.0,-2608.0,5456.0,1520.0,0.0,0,3.0
7663,16104.0,-2624.0,5680.0,1498.0,0.0,0,3.0
7665,16336.0,-2956.0,5524.0,1521.0,0.0,0,3.0
7667,16296.0,-3392.0,5264.0,1504.0,0.0,0,3.0
7669,16044.0,-3240.0,4912.0,1504.0,0.0,0,3.0
7671,16004.0,-2812.0,4940.0,1503.0,0.0,0,3.0
7673,16036.0,-2552.0,5116.0,1504.0,0.0,0,3.0
7675,15996.0,-2720.0,5632.0,1515.0,0.0,0,3.0
7677,16732.0,-2596.0,5888.0,1500.0,0.0,0,3.0
7679,16608.0,-2812.0,5584.0,1505.0,0.0,0,3.0
7681,16404.0,-2556.0,5168.0,1504.0,0.0,0,3.0
7683,15992.0,-2468.0,4744.0,1505.0,0.0,0,3.0
7685,15780.0,-2156.0,4700.0,1535.0,0.0,0,3.0
7687,15664.0,-1984.0,4864.0,1499.0,0.0,0,3.0
7689,16048.0,-2012.0,5548.0,1503.0,0.0,0,3.0
7691,16156.0,-2388.0,5484.0,1498.0,0.0,0,3.0
7693,16448.0,-2380.0,5496.0,1505.0,0.0,0,3.0
7695,16188.0,-2648.0,5188.0,1505.0,0.0,0,3.0
7697,16060.0,-2356.0,5028.0,1499.0,0.0,0,3.0
7699,16024.0,-2384.0,5072.0,1500.0,0.0,0,3.0
7701,15940.0,-2292.0,5252.0,1501.0,0.0,0,3.0
7703,16252.0,-2256.0,5552.0,1483.0,0.0,0,3.0
7705,16208.0,-2232.0,5496.0,1503.0,0.0,0,3.0
