AcX,AcY,AcZ,FSR A,FSR B
,,,,
10936,-12392,-3412,1483,1328
,,,,
11100,-12328,-3276,1487,1338
,,,,
11024,-12372,-3344,1483,1334
,,,,
10976,-12352,-3376,1518,1351
,,,,
10900,-12308,-3492,1507,1354
,,,,
10964,-12412,-3588,1488,1335
,,,,
10960,-12376,-3480,1488,1342
,,,,
11004,-12316,-3560,1488,1323
,,,,
10888,-12372,-3552,1491,1344
,,,,
10960,-12360,-3372,1445,1346
,,,,
10928,-12352,-3476,1488,1339
,,,,
10848,-12332,-3400,1483,1329
,,,,
10940,-12268,-3572,1485,1328
,,,,
10804,-12432,-3360,1471,1328
,,,,
10840,-12356,-3468,1424,1337
,,,,
11044,-12376,-3568,1481,1332
,,,,
10904,-12284,-3540,1488,1335
,,,,
11024,-12396,-3456,1487,1337
,,,,
10884,-12408,-3580,1456,1336
,,,,
10908,-12336,-3632,1524,1344
,,,,
10992,-12364,-3320,1479,1329
,,,,
10972,-12448,-3412,1483,1335
,,,,
10980,-12416,-3452,1480,1330
,,,,
10892,-12448,-3500,1490,1334
,,,,
10912,-12468,-3504,1545,1354
,,,,
10932,-12420,-3504,1487,1330
,,,,
10980,-12436,-3512,1488,1334
,,,,
10876,-12420,-3256,1483,1342
,,,,
10980,-12456,-3476,1488,1344
,,,,
10904,-12468,-3444,1459,1303
,,,,
10808,-12384,-3620,1483,1333
,,,,
10816,-12344,-3636,1485,1334
,,,,
10824,-12320,-3596,1491,1338
,,,,
10988,-12388,-3532,1488,1317
,,,,
11020,-12376,-3548,1445,1295
,,,,
10992,-12380,-3536,1485,1333
,,,,
11060,-12356,-3452,1488,1339
,,,,
10972,-12360,-3484,1487,1340
,,,,
11000,-12372,-3456,1487,1322
,,,,
11020,-12328,-3400,1525,1363
,,,,
11036,-12348,-3392,1486,1335
,,,,
11096,-12176,-3384,1486,1333
,,,,
11000,-12240,-3424,1487,1334
,,,,
11096,-12236,-3564,1497,1341
,,,,
11032,-12324,-3536,1519,1371
,,,,
11016,-12352,-3480,1488,1331
,,,,
10936,-12332,-3340,1487,1333
,,,,
11036,-12352,-3720,1489,1338
,,,,
10916,-12332,-3404,1507,1329
,,,,
10884,-12348,-3452,1438,1307
,,,,
11012,-12344,-3328,1485,1335
,,,,
10976,-12300,-3532,1486,1338
,,,,
10984,-12436,-3284,1487,1349
,,,,
10924,-12428,-3524,1488,1335
,,,,
10872,-12424,-3328,1435,1319
,,,,
10872,-12340,-3376,1487,1338
,,,,
10952,-12400,-3260,1488,1334
,,,,
11080,-12380,-3452,1476,1333
,,,,
11008,-12400,-3472,1476,1335
,,,,
10864,-12532,-3300,1542,1360
,,,,
11008,-12464,-3392,1488,1335
,,,,
10988,-12500,-3520,1484,1338
,,,,
10904,-12376,-3584,1475,1335
,,,,
10932,-12460,-3520,1477,1342
,,,,
10952,-12488,-3496,1525,1365
,,,,
10892,-12404,-3464,1478,1338
,,,,
10976,-12300,-3532,1483,1335
,,,,
10940,-12348,-3576,1477,1335
,,,,
10932,-12396,-3624,1488,1345
,,,,
11016,-12368,-3592,1424,1296
,,,,
10936,-12472,-3448,1475,1334
,,,,
10908,-12412,-3400,1481,1328
,,,,
10896,-12492,-3460,1474,1335
,,,,
10916,-12368,-3448,1483,1325
,,,,
10868,-12364,-3532,1441,1296
,,,,
10864,-12400,-3320,1478,1339
,,,,
10828,-12404,-3416,1478,1335
,,,,
10884,-12348,-3452,1477,1335
,,,,
10832,-12384,-3348,1475,1302
,,,,
10924,-12524,-3424,1520,1370
,,,,
10860,-12384,-3436,1468,1330
,,,,
11080,-12428,-3552,1478,1334
,,,,
11004,-12396,-3452,1478,1334
,,,,
10932,-12436,-3392,1491,1337
,,,,
11052,-12572,-3344,1488,1375
,,,,
10996,-12524,-3308,1520,1318
,,,,
10924,-12452,-3336,1472,1338
,,,,
10780,-12492,-3492,1473,1334
,,,,
10816,-12280,-3688,1488,1339
,,,,
10532,-12236,-3596,1511,1349
,,,,
10648,-12332,-3512,1502,1355
,,,,
10692,-12532,-3436,1473,1335
,,,,
10916,-12516,-3484,1473,1333
,,,,
10876,-12512,-3604,1459,1333
,,,,
10808,-12556,-3372,1489,1339
,,,,
10972,-12404,-3368,1493,1349
,,,,
10848,-12408,-3304,1472,1335
,,,,
10972,-12436,-3292,1470,1335
,,,,
10952,-12404,-3468,1488,1334
,,,,
10908,-12492,-3448,1478,1328
,,,,
10948,-12440,-3496,1447,1296
,,,,
10976,-12392,-3292,1476,1338
,,,,
10868,-12400,-3392,1475,1336
,,,,
10892,-12384,-3564,1478,1347
,,,,
10840,-12560,-3472,1476,1328
,,,,
10992,-12456,-3632,1501,1376
,,,,
10832,-12344,-3596,1468,1334
,,,,
10900,-12356,-3404,1474,1338
,,,,
10884,-12352,-3324,1481,1345
,,,,
10876,-12364,-3308,1474,1333
,,,,
10876,-12332,-3516,1514,1374
,,,,
10748,-12416,-3340,1473,1335
,,,,
10876,-12460,-3308,1474,1333
,,,,
10884,-12448,-3364,1475,1344
,,,,
11000,-12468,-3308,1474,1349
,,,,
10924,-12452,-3228,1420,1347
,,,,
10936,-12512,-3360,1478,1334
,,,,
10928,-12520,-3428,1477,1334
,,,,
10712,-12264,-3432,1475,1334
,,,,
10944,-12352,-3336,1461,1334
,,,,
10956,-12304,-3556,1418,1307
,,,,
10896,-12412,-3352,1474,1338
,,,,
10916,-12392,-3372,1474,1338
,,,,
10848,-12384,-3412,1489,1337
,,,,
10968,-12384,-3348,1467,1339
,,,,
10892,-12416,-3376,1522,1303
,,,,
10944,-12332,-3380,1473,1335
,,,,
10920,-12340,-3552,1467,1334
,,,,
10912,-12400,-3532,1472,1338
,,,,
10972,-12352,-3308,1495,1336
,,,,
10780,-12376,-3372,1530,1367
,,,,
10796,-12340,-3536,1477,1339
,,,,
10876,-12344,-3412,1472,1339
,,,,
10928,-12384,-3468,1466,1339
,,,,
10980,-12316,-3404,1487,1334
,,,,
10908,-12464,-3332,1435,1371
,,,,
10976,-12280,-3356,1483,1331
,,,,
10864,-12412,-3428,1472,1334
,,,,
10964,-12372,-3276,1474,1337
,,,,
10872,-12408,-3328,1473,1328
,,,,
10920,-12428,-3244,1430,1303
,,,,
10840,-12484,-3260,1470,1338
,,,,
10944,-12380,-3424,1472,1336
,,,,
10992,-12428,-3420,1473,1334
,,,,
10916,-12408,-3628,1472,1325
,,,,
10924,-12240,-3720,1514,1308
,,,,
10832,-12204,-3372,1474,1339
,,,,
10952,-12352,-3584,1477,1335
,,,,
10728,-12468,-3472,1478,1335
,,,,
10824,-12456,-3504,1469,1345
,,,,
10860,-12364,-3440,1513,1369
,,,,
10976,-12408,-3408,1474,1330
,,,,
10900,-12304,-3448,1473,1335
,,,,
10996,-12308,-3420,1510,1338
,,,,
11076,-12312,-3320,1465,1341
,,,,
11092,-12356,-3360,1405,1360
,,,,
11032,-12332,-3448,1472,1341
,,,,
10748,-12360,-3360,1472,1334
,,,,
10792,-12408,-3492,1476,1332
,,,,
10744,-12328,-3420,1447,1330
,,,,
10764,-12352,-3572,1419,1298
,,,,
10784,-12404,-3548,1472,1329
,,,,
10740,-12324,-3512,1471,1328
,,,,
10768,-12376,-3516,1469,1325
,,,,
10680,-12288,-3340,1459,1323
,,,,
10832,-12352,-3320,1526,1282
,,,,
10748,-12392,-3728,1473,1323
,,,,
10736,-12616,-3532,1472,1326
,,,,
10704,-12652,-3560,1467,1328
,,,,
10528,-12668,-3508,1483,1323
,,,,
10092,-12812,-3552,1505,1347
,,,,
10304,-12464,-3592,1445,1305
,,,,
10132,-12480,-3476,1471,1305
,,,,
9984,-12312,-3388,1473,1299
,,,,
9676,-12160,-3720,1469,1303
,,,,
9452,-12248,-3836,1475,1328
,,,,
9596,-12348,-4060,1456,1275
,,,,
9492,-12388,-4032,1456,1296
,,,,
9236,-12264,-4584,1467,1294
,,,,
9656,-12188,-3748,1450,1282
,,,,
9192,-12356,-4436,1451,1301
,,,,
9404,-12436,-3884,1465,1323
,,,,
8632,-12132,-4336,1441,1281
,,,,
8884,-12000,-4608,1424,1253
,,,,
9468,-12156,-4208,1424,1255
,,,,
8968,-12356,-4736,1399,1241
,,,,
8440,-11948,-5200,1381,1259
,,,,
9324,-12868,-3976,1381,1222
,,,,
8796,-12988,-3984,1370,1219
,,,,
9520,-13700,-3024,1344,1211
,,,,
8488,-13048,-3964,1351,1168
,,,,
7496,-13020,-4460,1333,1152
,,,,
5316,-9932,-6760,1345,1162
,,,,
8264,-12328,-4464,1344,1163
,,,,
8640,-13340,-4432,1328,1160
,,,,
8192,-13616,-3540,1333,1163
,,,,
6924,-13628,-4212,1346,1121
,,,,
5820,-12756,-5092,1329,1132
,,,,
6732,-13524,-5468,1333,1129
,,,,
6820,-13984,-5552,1360,1130
,,,,
6996,-13752,-5000,1317,1137
,,,,
6228,-13880,-4780,1346,1115
,,,,
5664,-13760,-4692,1312,1088
,,,,
5008,-14100,-4996,1313,1078
,,,,
4864,-14492,-5064,1313,1075
,,,,
4892,-14508,-4952,1286,1065
,,,,
4820,-14920,-5092,1322,1062
,,,,
4748,-15120,-5588,1273,1031
,,,,
4728,-15252,-5504,1255,1014
,,,,
3920,-15144,-5912,1217,1008
,,,,
3480,-14864,-5928,1232,983
,,,,
3664,-15384,-5848,1187,934
,,,,
3308,-14544,-5272,1216,955
,,,,
3396,-14780,-5196,1213,943
,,,,
3064,-15112,-5108,1214,923
,,,,
2560,-15460,-5160,1221,912
,,,,
2372,-15324,-5004,1166,851
,,,,
1600,-15096,-5708,1193,843
,,,,
1152,-15452,-5812,1189,819
,,,,
1004,-15100,-5424,1168,786
,,,,
88,-15324,-5636,1181,778
,,,,
-1056,-15420,-5848,1225,781
,,,,
-840,-15940,-5560,1178,683
,,,,
-1140,-16672,-5920,1178,651
,,,,
-1624,-16692,-5652,1170,586
,,,,
-2348,-16348,-5548,1193,391
,,,,
-2624,-16596,-6224,1138,368
,,,,
-2992,-16348,-5500,1155,334
,,,,
-3152,-16012,-5528,1148,323
,,,,
-3724,-16104,-5764,1134,306
,,,,
-4276,-16204,-6508,1155,297
,,,,
-4808,-15864,-6648,1086,273
,,,,
-4840,-15500,-6640,1136,285
,,,,
-4624,-15740,-6216,1136,276
,,,,
-4316,-15940,-5444,1117,268
,,,,
-4288,-15580,-4896,1136,272
,,,,
-4680,-15608,-4884,1087,261
,,,,
-4932,-15388,-5016,1121,270
,,,,
-5316,-14960,-5392,1125,198
,,,,
-5396,-14652,-5652,1117,208
,,,,
-5340,-14704,-5332,1110,190
,,,,
-5332,-14484,-4856,1101,171
,,,,
-5392,-14088,-4544,1087,144
,,,,
-5788,-13924,-4132,1081,135
,,,,
-6288,-13928,-4132,1072,144
,,,,
-6584,-14368,-4452,1082,129
,,,,
-6848,-14428,-4612,1100,144
,,,,
-7192,-14456,-4948,1072,128
,,,,
-7576,-14048,-4716,1077,127
,,,,
-7812,-13812,-4252,1052,130
,,,,
-7988,-13576,-4184,1054,0
,,,,
-8332,-13276,-4356,1049,0
,,,,
-8328,-13272,-4212,1015,0
,,,,
-8308,-13076,-4396,1011,0
,,,,
-8604,-12848,-4092,1019,0
,,,,
-8764,-12976,-4140,1015,0
,,,,
-8940,-12764,-4100,1033,0
,,,,
-9228,-12704,-3852,1032,0
,,,,
-9720,-12480,-3652,1035,0
,,,,
-9988,-12308,-3668,1045,0
,,,,
-10128,-12028,-3712,1029,0
,,,,
-10308,-12028,-3860,1009,0
,,,,
-10280,-11956,-3572,1023,0
,,,,
-10504,-11904,-3396,1037,0
,,,,
-10736,-11696,-2784,1021,0
,,,,
-10972,-11544,-2384,1040,0
,,,,
-11092,-10744,-2624,1021,0
,,,,
-11644,-10644,-2808,1040,0
,,,,
-11740,-11064,-3172,1008,0
,,,,
-12128,-11392,-2788,1002,0
,,,,
-11840,-10232,-3096,1008,0
,,,,
-12652,-11148,-2212,1063,0
,,,,
-12432,-9780,-2224,1061,0
,,,,
-12036,-10316,-2184,1065,0
,,,,
-12284,-10608,-1996,1042,0
,,,,
-12560,-9544,-3288,1059,0
,,,,
-12388,-11940,-2832,1062,0
,,,,
-12132,-9412,-2560,1070,0
,,,,
-13308,-8404,-1640,1072,0
,,,,
-13328,-8464,-2352,1073,0
,,,,
-12832,-9764,-2240,1098,0
,,,,
-13416,-9396,-2536,1047,0
,,,,
-13348,-9664,-3040,1088,0
,,,,
-13492,-8832,-2908,1093,0
,,,,
-13516,-8788,-2716,1099,0
,,,,
-13608,-9360,-2732,1089,0
,,,,
-13572,-9368,-2432,1073,0
,,,,
-13472,-9300,-2664,1101,0
,,,,
-13672,-9108,-2356,1099,0
,,,,
-13456,-8988,-2288,1101,0
,,,,
-13752,-8868,-2184,1107,0
,,,,
-13580,-8892,-2236,1152,0
,,,,
-13960,-8304,-1772,1104,0
,,,,
-13940,-8316,-1996,1120,0
,,,,
-13924,-8308,-1744,1120,0
,,,,
-14192,-8172,-1728,1120,0
,,,,
-14308,-8228,-1816,1118,0
,,,,
-14480,-8004,-1720,1168,0
,,,,
-14536,-7948,-1868,1121,0
,,,,
-14620,-7588,-1728,1119,0
,,,,
-14724,-7620,-1684,1138,0
,,,,
-14640,-7472,-1696,1145,0
,,,,
-14632,-7472,-1712,1169,0
,,,,
-14460,-7252,-1476,1168,0
,,,,
-14464,-7404,-1588,1168,0
,,,,
-14552,-7344,-1652,1174,0
,,,,
-14372,-7416,-1764,1179,0
,,,,
-14372,-7432,-1636,1168,0
,,,,
-14428,-7352,-1560,1169,0
,,,,
-14344,-7284,-1776,1168,0
,,,,
-14332,-7336,-1736,1179,0
,,,,
-14256,-7256,-1752,1166,0
,,,,
-14136,-7356,-1764,1168,0
,,,,
-14192,-7384,-1900,1170,0
,,,,
-14052,-7340,-1868,1163,0
,,,,
-14136,-7288,-1928,1166,0
,,,,
-14152,-7392,-2004,1205,0
,,,,
-14172,-7316,-2012,1162,0
,,,,
-14188,-7416,-1872,1159,0
,,,,
-14024,-7608,-1960,1158,0
,,,,
-14092,-7544,-1992,1174,0
,,,,
-13984,-7476,-1804,1169,0
,,,,
-13844,-7468,-1852,1168,0
,,,,
-13740,-7384,-1636,1169,0
,,,,
-13820,-7316,-1572,1170,0
,,,,
-13888,-7288,-1648,1175,0
,,,,
-13904,-7284,-1732,1114,0
,,,,
-13944,-7276,-1724,1167,0
,,,,
-13724,-7284,-1852,1166,0
,,,,
-13728,-7400,-1904,1159,0
,,,,
-13744,-7412,-1820,1168,0
,,,,
-13848,-7548,-1868,1152,0
,,,,
-13820,-7524,-1860,1167,0
,,,,
-13684,-7612,-1704,1168,0
,,,,
-13768,-7608,-1732,1166,0
,,,,
-13852,-7492,-1748,1168,0
,,,,
-13912,-7536,-1772,1199,0
,,,,
-13904,-7576,-1948,1148,0
,,,,
-13904,-7500,-1892,1174,0
,,,,
-13888,-7548,-1652,1168,0
,,,,
-14064,-7408,-1864,1171,0
,,,,
-14044,-7440,-1736,1153,0
,,,,
-14168,-7416,-1880,1136,0
,,,,
-13976,-7452,-1764,1168,0
,,,,
-14228,-7444,-1828,1168,0
,,,,
-14220,-7388,-1724,1183,0
,,,,
-14220,-7352,-1624,1171,0
,,,,
-14064,-7264,-1556,1200,0
,,,,
-13956,-7296,-1796,1165,0
,,,,
-14124,-7436,-1804,1168,0
,,,,
-14100,-7340,-1764,1169,0
,,,,
-14000,-7396,-1844,1173,0
,,,,
-13976,-7476,-1956,1216,0
,,,,
-13908,-7432,-1832,1174,0
,,,,
-13868,-7340,-1856,1172,0
,,,,
-13932,-7344,-1988,1179,0
,,,,
-13724,-7424,-1860,1172,0
,,,,
-13996,-7332,-1968,1122,0
,,,,
-14084,-7336,-2028,1174,0
,,,,
-13932,-7416,-2024,1168,0
,,,,
-13916,-7284,-2040,1173,0
,,,,
-13916,-7296,-2064,1166,0
,,,,
-13900,-7236,-2024,1119,0
,,,,
-13964,-7276,-1976,1177,0
,,,,
-13960,-7264,-1960,1168,0
,,,,
-14004,-7276,-2168,1168,0
,,,,
-14036,-7216,-2140,1155,0
,,,,
-13988,-7128,-2128,1214,0
,,,,
-13924,-7120,-2104,1168,0
,,,,
-14000,-7208,-2232,1168,0
,,,,
-14172,-7236,-2120,1175,0
,,,,
-14072,-7224,-2160,1184,0
,,,,
-14012,-7280,-2140,1219,0
,,,,
-14144,-7336,-2148,1176,0
,,,,
-13992,-7240,-2188,1174,0
,,,,
-13956,-7256,-2072,1178,0
,,,,
-13848,-7104,-2120,1194,0
,,,,
-13784,-7128,-2160,1169,0
,,,,
-13852,-7232,-2192,1174,0
,,,,
-13904,-7332,-2204,1178,0
,,,,
-13896,-7176,-2240,1179,0
,,,,
-13744,-7216,-2116,1179,0
,,,,
-13736,-7248,-2296,1152,0
,,,,
-13684,-7232,-2240,1177,0
,,,,
-13780,-7336,-2292,1174,0
,,,,
-13692,-7412,-2224,1179,0
,,,,
-13680,-7400,-2304,1171,0
,,,,
-13680,-7328,-2212,1190,0
,,,,
-13524,-7284,-2384,1175,0
,,,,
-13484,-7168,-2328,1173,0
,,,,
-13240,-7284,-2288,1173,0
,,,,
-13292,-7160,-2316,1169,0
,,,,
-13488,-7116,-2264,1205,0
,,,,
-13864,-7316,-2308,1179,0
,,,,
-14304,-7472,-2664,1171,0
,,,,
-14532,-7492,-2520,1167,0
,,,,
-14752,-7268,-2256,1178,0
,,,,
-14600,-7116,-2116,1152,0
,,,,
-14532,-7020,-1800,1180,0
,,,,
-14428,-7004,-1488,1175,0
,,,,
-14548,-6960,-1592,1183,0
,,,,
-14604,-6988,-1604,1171,0
,,,,
-14356,-7032,-1476,1147,0
,,,,
-14352,-6920,-1572,1182,0
,,,,
-14428,-6996,-1724,1179,0
,,,,
-14364,-7140,-2032,1179,0
,,,,
-14200,-7012,-1616,1170,0
,,,,
-14072,-6944,-1840,1189,0
,,,,
-14116,-7008,-1724,1174,0
,,,,
-14072,-7104,-1836,1182,0
,,,,
-14100,-7180,-1860,1176,0
,,,,
-13968,-7248,-1908,1170,0
,,,,
-13980,-7312,-1868,1197,0
,,,,
-13848,-7300,-1828,1178,0
,,,,
-13928,-7280,-1900,1174,0
,,,,
-13904,-7384,-1896,1173,0
,,,,
-13952,-7440,-1820,1175,0
,,,,
-14036,-7460,-2040,1180,0
,,,,
-14036,-7392,-2156,1187,0
,,,,
-14072,-7324,-1952,1173,0
,,,,
-14004,-7236,-2136,1179,0
,,,,
-14060,-7232,-1888,1178,0
,,,,
-13980,-7200,-2136,1159,0
,,,,
-13996,-7264,-1836,1216,0
,,,,
-13968,-7252,-1920,1172,0
,,,,
-14068,-7204,-2096,1186,0
,,,,
-13968,-7320,-2084,1182,0
,,,,
-14004,-7356,-2076,1189,0
,,,,
-14256,-7216,-2152,1220,0
,,,,
-14060,-7276,-2160,1184,0
,,,,
-14168,-7000,-2104,1179,0
,,,,
-14048,-7064,-1948,1180,0
,,,,
-14100,-7112,-2028,1190,0
,,,,
-14168,-7052,-2100,1136,0
,,,,
-14208,-7112,-1956,1174,0
,,,,
-14164,-7060,-2200,1183,0
,,,,
-13960,-7068,-2064,1198,0
,,,,
-13940,-6996,-2032,1158,0
,,,,
-14128,-7024,-2112,1136,0
,,,,
-14140,-7024,-2276,1178,0
,,,,
-13996,-7176,-2444,1182,0
,,,,
-13960,-7184,-2284,1174,0
,,,,
-13948,-7136,-2200,1190,0
,,,,
-13948,-7136,-2176,1223,0
,,,,
-14016,-7108,-2344,1181,0
,,,,
-13984,-7076,-2264,1181,0
,,,,
-14040,-7172,-2232,1179,0
,,,,
-14028,-7204,-2092,1180,0
,,,,
-13956,-7192,-2220,1232,0
,,,,
-14032,-7236,-2132,1185,0
,,,,
-14144,-7196,-2152,1169,0
,,,,
-14224,-7224,-2160,1178,0
,,,,
-14088,-7200,-2296,1183,0
,,,,
-13968,-7188,-2232,1157,0
,,,,
-14120,-7168,-1900,1180,0
,,,,
-14040,-7208,-1976,1173,0
,,,,
-14076,-7264,-2068,1177,0
,,,,
-14084,-7144,-2248,1183,0
,,,,
-14032,-7216,-2144,1150,0
,,,,
-13976,-7276,-2164,1179,0
,,,,
-14056,-7160,-2008,1184,0
,,,,
-13968,-7268,-2200,1183,0
,,,,
-14016,-7316,-1992,1183,0
,,,,
-13996,-7300,-2152,1212,0
,,,,
-14024,-7232,-2004,1178,0
,,,,
-14068,-7196,-2028,1186,0
,,,,
-14128,-7236,-1852,1185,0
,,,,
-13984,-7164,-1888,1197,0
,,,,
-14076,-7184,-2060,1223,0
,,,,
-14084,-7136,-2108,1182,0
,,,,
-14160,-7152,-2040,1186,0
,,,,
-13948,-7180,-2044,1178,0
,,,,
-14016,-7240,-2052,1197,0
,,,,
-14056,-7196,-2052,1139,0
,,,,
-14040,-7220,-1888,1178,0
,,,,
-13956,-7308,-2116,1186,0
,,,,
-13956,-7244,-2068,1183,0
,,,,
-14036,-7284,-2032,1155,0
,,,,
-13936,-7172,-2240,1135,0
,,,,
-14000,-7180,-2060,1183,0
,,,,
-14000,-7096,-2072,1184,0
,,,,
-13976,-7212,-2064,1185,0
,,,,
-14104,-7164,-2068,1157,0
,,,,
-14112,-7116,-2136,1217,0
,,,,
-13912,-7148,-2192,1182,0
,,,,
-14024,-7220,-2020,1184,0
,,,,
-14100,-7236,-2008,1181,0
,,,,
-14144,-7184,-1972,1182,0
,,,,
-13984,-7224,-1908,1225,0
,,,,
-14052,-7200,-2040,1185,0
,,,,
-14012,-7236,-2184,1184,0
,,,,
-13944,-7148,-2196,1184,0
,,,,
-14000,-7088,-2088,1185,0
,,,,
-14012,-7228,-1852,1183,0
,,,,
-13896,-7168,-1992,1186,0
,,,,
-13956,-7200,-1976,1183,0
,,,,
-14100,-7196,-2064,1180,0
,,,,
-13928,-7260,-2184,1190,0
,,,,
-13924,-7240,-2120,1171,0
,,,,
-14032,-7296,-2060,1185,0
,,,,
-14012,-7248,-2076,1185,0
,,,,
-13992,-7140,-1968,1187,0
,,,,
-14052,-7116,-1888,1190,0
,,,,
-14052,-7220,-2132,1218,0
,,,,
-14120,-7200,-1988,1227,0
,,,,
-13984,-7196,-2008,1194,0
,,,,
-13944,-7256,-2020,1190,0
,,,,
-14100,-7328,-2032,1196,0
,,,,
-14004,-7324,-2132,1200,0
,,,,
-13948,-7284,-2120,1137,0
,,,,
-14128,-7132,-2032,1191,0
,,,,
-14188,-7312,-2180,1187,0
,,,,
-14000,-7228,-1928,1190,0
,,,,
-14036,-7116,-2080,1182,0
,,,,
-14008,-7264,-2044,1131,0
,,,,
-13912,-7260,-1984,1187,0
,,,,
-13912,-7344,-2064,1190,0
,,,,
-14028,-7276,-2096,1200,0
,,,,
-13896,-7220,-2048,1187,0
,,,,
-13992,-7304,-2056,1234,0
,,,,
-13912,-7252,-2128,1191,0
,,,,
-14036,-7224,-2088,1190,0
,,,,
-13984,-7308,-2116,1199,0
,,,,
-13992,-7252,-2160,1202,0
,,,,
-13928,-7164,-2224,1238,0
,,,,
-13972,-7236,-2124,1193,0
,,,,
-14004,-7260,-2208,1184,0
,,,,
-14008,-7312,-2076,1197,0
,,,,
-14032,-7252,-1992,1194,0
,,,,
-14004,-7208,-2240,1168,0
,,,,
-13976,-7312,-2152,1181,0
,,,,
-13968,-7212,-2132,1190,0
,,,,
-13924,-7076,-2108,1187,0
,,,,
-13968,-7144,-2000,1193,0
,,,,
-13948,-7164,-2116,1162,0
,,,,
-14032,-7192,-1984,1193,0
,,,,
-13968,-7272,-2120,1194,0
,,,,
-13972,-7364,-2072,1191,0
,,,,
-13936,-7404,-2112,1191,0
,,,,
-14016,-7260,-2132,1230,0
,,,,
-14044,-7216,-2052,1187,0
,,,,
-13960,-7236,-2144,1187,0
,,,,
-14168,-7372,-2064,1191,0
,,,,
-14044,-7192,-1904,1200,0
,,,,
-13996,-7156,-1888,1223,0
,,,,
-13940,-7184,-2100,1196,0
,,,,
-13948,-7232,-2060,1195,0
,,,,
-14116,-7204,-1948,1194,0
,,,,
-14168,-7116,-1948,1197,0
,,,,
-13928,-7204,-1744,1145,0
,,,,
-14004,-7220,-1820,1198,0
,,,,
-13984,-7292,-1912,1196,0
,,,,
-13948,-7140,-2024,1195,0
,,,,
-13880,-7336,-1968,1175,0
,,,,
-14016,-7244,-2092,1138,0
,,,,
-13920,-7140,-2060,1195,0
,,,,
-14012,-7184,-1924,1197,0
,,,,
-14012,-7200,-2036,1195,0
,,,,
-14016,-7104,-2160,1190,0
,,,,
-14032,-7196,-2108,1218,0
,,,,
-14040,-7196,-2060,1198,0
,,,,
-14044,-7164,-1976,1195,0
,,,,
-14096,-7216,-1916,1199,0
,,,,
-14020,-7176,-1956,1183,0
,,,,
-14084,-7284,-2156,1213,0
,,,,
-14044,-7180,-2104,1197,0
,,,,
-14080,-7152,-2220,1200,0
,,,,
-14024,-7208,-1968,1200,0
,,,,
-14040,-7128,-2128,1199,0
,,,,
-14012,-7228,-2108,1161,0
,,,,
-14196,-7232,-2068,1199,0
,,,,
-13932,-7224,-2036,1191,0
,,,,
-14084,-7184,-2108,1200,0
,,,,
-14120,-7280,-2028,1195,0
,,,,
-14064,-7168,-1844,1183,0
,,,,
-13996,-7220,-2080,1198,0
,,,,
-14028,-7224,-1980,1194,0
,,,,
-14076,-7124,-1960,1200,0
,,,,
-14084,-7272,-2024,1199,0
,,,,
-13976,-7248,-1960,1219,0
,,,,
-14064,-7204,-1940,1198,0
,,,,
-14016,-7120,-1972,1199,0
,,,,
-14008,-7248,-1888,1200,0
,,,,
-14064,-7260,-2068,1201,0
,,,,
-14084,-7144,-1928,1229,0
,,,,
-14132,-7192,-1948,1148,0
,,,,
-14108,-7204,-2140,1194,0
,,,,
-14040,-7316,-2068,1200,0
,,,,
-13932,-7224,-2056,1212,0
,,,,
-13996,-7276,-1972,1183,0
,,,,
-13944,-7192,-1948,1154,0
,,,,
-13952,-7232,-1880,1199,0
,,,,
-14000,-7196,-2072,1199,0
,,,,
-14056,-7328,-2088,1194,0
,,,,
-13904,-7320,-2048,1197,0
,,,,
-14060,-7220,-2180,1243,0
,,,,
-13980,-7348,-2140,1197,0
,,,,
-13984,-7188,-1964,1200,0
,,,,
-14020,-7212,-1940,1182,0
,,,,
-14000,-7324,-2168,1197,0
,,,,
-13960,-7320,-2136,1232,0
,,,,
-13964,-7284,-1988,1195,0
,,,,
-13976,-7308,-1996,1200,0
,,,,
-14016,-7272,-1924,1225,0
,,,,
-14072,-7232,-2104,1200,0
,,,,
-14048,-7188,-2068,1167,0
,,,,
-14000,-7320,-2104,1195,0
,,,,
-13964,-7116,-1900,1203,0
,,,,
-14008,-7256,-2000,1216,0
,,,,
-13928,-7260,-2016,1200,0
,,,,
-13968,-7380,-1928,1175,0
,,,,
-14008,-7304,-2004,1200,0
,,,,
-13984,-7264,-1960,1200,0
,,,,
-14072,-7276,-2140,1200,0
,,,,
-14020,-7304,-2164,1200,0
,,,,
-13876,-7172,-2064,1232,0
,,,,
-14012,-7188,-2140,1200,0
,,,,
-14020,-7232,-1968,1198,0
,,,,
-14016,-7180,-2108,1193,0
,,,,
-14112,-7160,-1996,1202,0
,,,,
-13896,-7236,-2056,1222,0
,,,,
-14036,-7252,-1916,1197,0
,,,,
-14132,-7360,-2008,1199,0
,,,,
-14140,-7208,-2092,1195,0
,,,,
-13956,-7252,-1968,1207,0
,,,,
-13912,-7172,-2092,1158,0
,,,,
-14004,-7208,-2084,1200,0
,,,,
-14052,-7284,-1812,1199,0
,,,,
-14048,-7284,-1928,1185,0
,,,,
-14100,-7220,-2064,1168,0
,,,,
-14016,-7260,-2132,1156,0
,,,,
-13972,-7260,-1988,1199,0
,,,,
-14008,-7272,-1960,1199,0
,,,,
-13960,-7284,-1980,1200,0
,,,,
-14028,-7212,-1964,1173,0
,,,,
